Term1,Term2,Term3,TrigramFreq,BigramContextFreq,TrigramProb
amiga,un,1,1,1,1.0
tu,amiga,un,1,1,1.0
te,sale,eso,1,1,1.0
lo,vas,a,1,1,1.0
se,lo,vas,1,2,0.5
acá,xd,y,1,1,1.0
$,perdón,es,1,8,0.125
oigan,amigos,&,1,1,1.0
$,oigan,amigos,1,17,0.058823529411764705
$,mejor,&,1,2,0.5
hacerlo,bien,&,1,1,1.0
ya,hacerlo,bien,1,1,1.0
revisión,ya,hacerlo,1,1,1.0
de,revisión,ya,1,1,1.0
perdón,es,que,1,1,1.0
que,hacer,de,1,2,0.5
es,que,hoy,1,24,0.041666666666666664
etapa,de,revisión,1,1,1.0
segunda,etapa,de,1,1,1.0
la,segunda,etapa,1,1,1.0
en,la,segunda,1,13,0.07692307692307693
después,en,la,1,1,1.0
y,después,en,1,4,0.25
$,en,donde,1,17,0.058823529411764705
en,donde,se,1,5,0.2
donde,se,sube,1,1,1.0
de,2,&,1,1,1.0
que,si,se,1,8,0.125
caro,creo,que,1,1,1.0
vd,caro,creo,1,1,1.0
la,vd,caro,1,10,0.1
$,o,&,1,14,0.07142857142857142
replublic,indian,&,1,1,1.0
only,replublic,indian,1,1,1.0
$,only,replublic,1,1,1.0
roro,?,&,1,1,1.0
etel,roro,?,1,1,1.0
$,etel,roro,1,1,1.0
protocolo,?,&,1,1,1.0
hacer,de,2,1,1,1.0
el,protocolo,?,1,3,0.3333333333333333
sube,el,protocolo,1,1,1.0
solo,es,traspasarlas,1,2,0.5
libro,y,apenas,1,1,1.0
y,apenas,me,1,1,1.0
la,prueba,gratis,1,1,1.0
y,despues,todas,1,2,0.5
14,días,&,1,1,1.0
de,14,días,1,1,1.0
no,tanto,&,1,1,1.0
pero,no,anda,1,7,0.14285714285714285
gratis,de,14,1,1,1.0
prueba,gratis,de,1,1,1.0
usa,la,prueba,1,1,1.0
apenas,me,corde,1,1,1.0
no,anda,quedando,1,1,1.0
anda,quedando,bien,1,1,1.0
$,usa,la,1,1,1.0
$,yyyyyyy,&,1,1,1.0
$,las,pólizas,1,3,0.3333333333333333
las,pólizas,&,1,1,1.0
$,las,que,1,3,0.3333333333333333
despues,todas,las,1,1,1.0
todas,las,prácticas,1,2,0.5
eso,no,tanto,1,1,1.0
las,prácticas,me,1,1,1.0
de,los,labs,1,6,0.16666666666666666
compus,de,los,1,1,1.0
putas,compus,de,1,1,1.0
la,putas,compus,1,1,1.0
proporcion,1,:,1,1,1.0
en,la,putas,1,13,0.07692307692307693
1,:,500,1,1,1.0
:,500,&,1,1,1.0
$,tão,&,1,1,1.0
aventé,en,la,1,1,1.0
las,aventé,en,1,1,1.0
me,las,aventé,1,1,1.0
prácticas,me,las,1,1,1.0
$,hasta,eso,1,1,1.0
hasta,eso,no,1,1,1.0
las,que,se,1,1,1.0
que,se,supone,1,8,0.125
se,supone,que,1,1,1.0
bd,de,ph,1,1,1.0
en,la,bd,1,13,0.07692307692307693
estás,en,la,1,1,1.0
ahora,estás,en,1,1,1.0
$,ahora,estás,1,4,0.25
$,f,&,1,3,0.3333333333333333
suplemento,manualmente,&,1,1,1.0
$,jeje,&,1,1,1.0
1,trojano,&,1,1,1.0
metí,1,trojano,1,1,1.0
le,metí,1,1,1,1.0
descubriste,le,metí,1,1,1.0
me,descubriste,le,1,1,1.0
$,me,descubriste,1,20,0.05
$,solo,es,1,9,0.1111111111111111
me,corde,&,1,1,1.0
la,bd,de,1,1,1.0
el,suplemento,manualmente,1,1,1.0
a,decir,&,1,2,0.5
generarles,el,suplemento,1,1,1.0
ibas,a,decir,1,1,1.0
supone,que,son,1,1,1.0
que,son,las,1,3,0.3333333333333333
son,las,faciles,1,2,0.5
las,faciles,",",1,1,1.0
faciles,",",no,1,1,1.0
",",no,andan,1,1,1.0
no,andan,quedando,1,1,1.0
andan,quedando,bien,1,1,1.0
q,ibas,a,1,1,1.0
$,q,ibas,1,30,0.03333333333333333
$,yyyyyyyy,&,1,1,1.0
tengo,que,generarles,1,4,0.25
que,generarles,el,1,1,1.0
de,ph,&,1,1,1.0
xd,y,después,1,1,1.0
que,hoy,es,1,1,1.0
otro,día,&,1,3,0.3333333333333333
de,segundo,&,1,1,1.0
$,jejeje,&,1,1,1.0
$,ño,&,1,1,1.0
alguna,actualización,&,1,1,1.0
$,si,pasa,1,38,0.02631578947368421
si,pasa,&,1,1,1.0
$,igual,creo,1,4,0.25
igual,creo,que,1,1,1.0
fracción,de,segundo,1,1,1.0
si,salgo,jajajaj,1,1,1.0
1,fracción,de,1,1,1.0
no,es,necesario,1,5,0.2
que,1,fracción,1,1,1.0
solo,que,1,1,2,0.5
$,solo,que,1,9,0.1111111111111111
salgo,jajajaj,&,1,1,1.0
es,necesario,&,1,1,1.0
dirá,alguna,actualización,1,1,1.0
nos,dirá,alguna,1,1,1.0
raulito,nos,dirá,1,1,1.0
porque,mi,protocolo,1,4,0.25
pinche,caro,&,1,1,1.0
vente,pinche,caro,1,1,1.0
$,vente,pinche,1,1,1.0
peor,enemiga,&,1,1,1.0
mi,peor,enemiga,1,1,1.0
$,mi,peor,1,5,0.2
pinche,roris,&,1,1,1.0
que,raulito,nos,1,1,1.0
umilde,pinche,roris,1,1,1.0
q,umilde,pinche,1,1,1.0
$,q,umilde,1,30,0.03333333333333333
esta,🙁,&,1,1,1.0
no,esta,🙁,1,1,1.0
protocolo,no,esta,1,1,1.0
mi,protocolo,no,1,1,1.0
$,simón,amigo,1,2,0.5
pero,si,salgo,1,7,0.14285714285714285
medio,acá,xd,1,1,1.0
pidió,los,cambios,1,1,1.0
el,vídeo,?,1,1,1.0
en,el,vídeo,1,11,0.09090909090909091
salgo,en,el,1,1,1.0
que,salgo,en,1,1,1.0
viste,que,salgo,1,1,1.0
ya,viste,que,1,1,1.0
pero,ya,viste,1,4,0.25
los,cambios,del,1,1,1.0
visto,canijo,&,1,1,1.0
kalmacancion,?,&,1,1,1.0
una,kalmacancion,?,1,1,1.0
cambios,del,otro,1,1,1.0
del,otro,día,1,1,1.0
salió,una,kalmacancion,1,1,1.0
que,salió,una,1,1,1.0
sabes,que,salió,1,2,0.5
vídeo,?,&,1,1,1.0
me,pidió,los,1,2,0.5
$,abr,en,1,5,0.2
solo,me,pidió,1,2,0.5
simón,amigo,&,1,1,1.0
$,a,esperar,1,18,0.05555555555555555
a,esperar,a,1,1,1.0
habías,visto,canijo,1,1,1.0
esperar,a,raúl,1,1,1.0
lo,habías,visto,1,1,1.0
$,proporcion,1,1,1,1.0
a,raúl,&,1,1,1.0
jejejeje,ni,lo,1,1,1.0
$,jejejeje,ni,1,1,1.0
donde,salgo,&,1,1,1.0
en,donde,salgo,1,5,0.2
$,nop,&,1,1,1.0
abr,en,donde,1,1,1.0
$,solo,me,1,9,0.1111111111111111
supongo,que,raulito,1,1,1.0
pero,supongo,que,1,1,1.0
entrado,pero,supongo,1,1,1.0
mala,dando,teoría,1,1,1.0
papá,y,le,1,1,1.0
con,los,que,1,2,0.5
optimos,con,los,1,1,1.0
valores,optimos,con,1,1,1.0
$,valores,optimos,1,1,1.0
$,epale,&,1,1,1.0
dando,teoría,&,1,1,1.0
demasiado,mala,dando,1,1,1.0
he,entrado,pero,1,1,1.0
y,le,partieron,1,8,0.125
le,partieron,pastel,1,1,1.0
partieron,pastel,&,1,1,1.0
ya,estoy,de,1,4,0.25
estoy,de,regreso,1,1,1.0
de,regreso,que,1,1,1.0
regreso,que,pacho,1,1,1.0
los,que,podemos,1,2,0.5
que,podemos,trabajar,1,1,1.0
podemos,trabajar,el,1,1,1.0
trabajar,el,z,1,1,1.0
hoy,es,el,1,1,1.0
algo,medio,acá,1,1,1.0
hacer,algo,medio,1,1,1.0
puedes,hacer,algo,1,1,1.0
es,el,cumpleaños,1,8,0.125
también,puedes,hacer,1,1,1.0
$,también,puedes,1,1,1.0
que,bueno,&,1,4,0.25
el,cumpleaños,de,1,1,1.0
cumpleaños,de,mi,1,1,1.0
es,que,bueno,1,24,0.041666666666666664
z,score,&,1,1,1.0
de,mi,papá,1,6,0.16666666666666666
mi,papá,y,1,1,1.0
el,z,score,1,1,1.0
es,demasiado,mala,1,1,1.0
enserio,es,demasiado,1,1,1.0
que,pacho,amigo,1,1,1.0
para,empleados,e,1,1,1.0
puedo,referir,para,1,1,1.0
que,puedo,referir,1,2,0.5
vi,que,puedo,1,2,0.5
pero,vi,que,1,1,1.0
yo,tampoco,he,1,2,0.5
$,pero,vi,1,64,0.015625
la,vacante,&,1,1,1.0
depende,la,vacante,1,2,0.5
probablemente,si,&,1,1,1.0
mmmm,probablemente,si,1,1,1.0
$,mmmm,probablemente,1,6,0.16666666666666666
tampoco,he,entrado,1,1,1.0
la,posicióon,&,1,1,1.0
depende,la,posicióon,1,2,0.5
$,npi,&,1,1,1.0
referir,para,empleados,1,1,1.0
raul,jejeje,&,1,1,1.0
que,enserio,es,1,1,1.0
empleados,e,interns,1,1,1.0
es,que,enserio,1,24,0.041666666666666664
pone,atención,&,1,1,1.0
le,pone,atención,1,1,1.0
pacho,amigo,&,1,1,1.0
$,amigo,&,1,1,1.0
$,era,para,1,3,0.3333333333333333
era,para,lo,1,1,1.0
nadie,le,pone,1,1,1.0
para,lo,de,1,1,1.0
lo,de,raul,1,9,0.1111111111111111
enserio,nadie,le,1,1,1.0
ma,enserio,nadie,1,1,1.0
no,ma,enserio,1,53,0.018867924528301886
e,interns,&,1,1,1.0
de,raul,jejeje,1,1,1.0
se,sube,el,1,1,1.0
ir,pidiendo,cosas,1,1,1.0
alv,en,ia,1,1,1.0
como,sabes,&,1,2,0.5
lo,pusiste,jajajaja,1,1,1.0
que,lo,pusiste,1,1,1.0
y,que,lo,1,7,0.14285714285714285
tú,y,que,1,1,1.0
eras,tú,y,1,2,0.5
pensé,que,eras,1,5,0.2
pero,pensé,que,1,1,1.0
$,pero,pensé,1,64,0.015625
de,voz,&,1,1,1.0
mensaje,de,voz,1,1,1.0
un,mensaje,de,1,2,0.5
dejara,un,mensaje,1,1,1.0
que,dejara,un,1,1,1.0
decía,que,dejara,1,2,0.5
y,decía,que,1,1,1.0
bit,y,decía,1,1,1.0
un,bit,y,1,1,1.0
como,un,bit,1,2,0.5
era,como,un,1,1,1.0
que,era,como,1,3,0.3333333333333333
decía,que,era,1,2,0.5
pusiste,jajajaja,&,1,1,1.0
$,tu,novia,1,6,0.16666666666666666
$,esq,decía,1,21,0.047619047619047616
tu,novia,?,1,1,1.0
muy,cagado,jajajjajajaja,1,1,1.0
parece,muy,cagado,1,1,1.0
me,parece,muy,1,1,1.0
verdad,me,parece,1,1,1.0
la,verdad,me,1,5,0.2
y,la,verdad,1,2,0.5
no,y,la,1,2,0.5
yo,no,y,1,4,0.25
bendiciones,cabrón,&,1,1,1.0
$,bendiciones,cabrón,1,1,1.0
podrás,caro,&,1,1,1.0
tu,podrás,caro,1,1,1.0
que,tu,podrás,1,1,1.0
se,que,tu,1,4,0.25
estadística,?,&,1,1,1.0
o,estadística,?,1,1,1.0
?,o,estadística,1,2,0.5
avanzada,?,o,1,1,1.0
anal,avanzada,?,1,1,1.0
$,anal,avanzada,1,1,1.0
novia,?,&,1,1,1.0
esq,decía,que,1,1,1.0
tú,jajajaja,&,1,1,1.0
y,alv,en,1,1,1.0
$,1ra,clase,1,1,1.0
$,3ra,clase,1,1,1.0
🤯,🤯,&,1,2,0.5
🤯,🤯,🤯,1,2,0.5
$,🤯,🤯,1,1,1.0
el,odio,&,1,1,1.0
hace,el,odio,1,2,0.5
roro,hace,el,1,1,1.0
$,roro,hace,1,2,0.5
el,amor,&,1,1,1.0
hace,el,amor,1,2,0.5
no,hace,el,1,1,1.0
roro,no,hace,1,1,1.0
que,roro,no,1,1,1.0
descubrimos,que,roro,1,1,1.0
ayer,descubrimos,que,1,1,1.0
$,ayer,descubrimos,1,2,0.5
sape,?,&,1,1,1.0
su,sape,?,1,1,1.0
diste,su,sape,1,1,1.0
le,diste,su,1,1,1.0
$,le,diste,1,7,0.14285714285714285
3ra,clase,del,1,1,1.0
1ra,clase,del,1,1,1.0
eras,tú,jajajaja,1,2,0.5
$,elq,ue,1,1,1.0
pensamos,que,eras,1,1,1.0
que,pensamos,que,1,1,1.0
es,que,pensamos,1,24,0.041666666666666664
ma,es,que,1,2,0.5
|,.,&,1,1,1.0
.,|,.,1,1,1.0
$,.,|,1,2,0.5
tamaño,escala,&,1,1,1.0
roro,tamaño,escala,1,1,1.0
del,roro,tamaño,1,1,1.0
chichotas,del,roro,1,1,1.0
las,chichotas,del,1,1,1.0
llavero,las,chichotas,1,1,1.0
un,llavero,las,1,1,1.0
lleva,un,llavero,1,1,1.0
se,lleva,un,1,1,1.0
referencia,se,lleva,1,1,1.0
esta,referencia,se,1,1,1.0
entienda,esta,referencia,1,1,1.0
ue,entienda,esta,1,1,1.0
elq,ue,entienda,1,1,1.0
cagado,jajajjajajaja,&,1,1,1.0
$,mi,cuarto,1,5,0.2
mi,cuarto,xd,1,1,1.0
si,es,en,1,6,0.16666666666666666
all,times,&,1,1,1.0
of,all,times,1,1,1.0
gratest,of,all,1,1,1.0
dije,gratest,of,1,1,1.0
le,dije,gratest,1,4,0.25
es,eso,&,1,1,1.0
q,es,eso,1,2,0.5
dijo,q,es,1,1,1.0
y,dijo,q,1,1,1.0
$,y,dijo,1,64,0.015625
el,goat,&,1,1,1.0
$,el,goat,1,14,0.07142857142857142
la,cabra,&,1,1,1.0
es,la,cabra,1,6,0.16666666666666666
cabron,es,la,1,1,1.0
ese,cabron,es,1,1,1.0
$,ese,cabron,1,10,0.1
$,le,dije,1,7,0.14285714285714285
saben,qn,pingas,1,1,1.0
$,saben,qn,1,2,0.5
$,dijo,&,1,1,1.0
no,si,es,1,2,0.5
es,en,serio,1,2,0.5
cuarto,xd,&,1,1,1.0
en,serio,gsu,1,5,0.2
un,genio,matemático,1,2,0.5
eres,un,genio,1,1,1.0
que,eres,un,1,1,1.0
dijeron,que,eres,1,2,0.5
le,dijeron,que,1,1,1.0
después,le,dijeron,1,1,1.0
y,después,le,1,4,0.25
vas,en,la,1,1,1.0
que,vas,en,1,1,1.0
dijimos,que,vas,1,1,1.0
le,dijimos,que,1,1,1.0
y,le,dijimos,1,8,0.125
?,y,le,1,1,1.0
salon,?,y,1,1,1.0
el,salon,?,1,1,1.0
en,el,salon,1,11,0.09090909090909091
va,en,el,1,1,1.0
dijo,va,en,1,1,1.0
después,dijo,va,1,1,1.0
y,después,dijo,1,4,0.25
serio,gsu,&,1,1,1.0
si,papito,&,1,1,1.0
ps,si,papito,1,2,0.5
@,5215517740765,&,1,1,1.0
$,@,5215517740765,1,17,0.058823529411764705
yo,me,sale,1,3,0.3333333333333333
entons,yo,me,1,1,1.0
no,entons,yo,1,1,1.0
ah,no,entons,1,1,1.0
$,ah,no,1,15,0.06666666666666667
si,creo,que,1,1,1.0
$,si,creo,1,38,0.02631578947368421
$,ammmm,&,1,1,1.0
$,nlp,&,1,1,1.0
de,moo,&,1,1,1.0
lo,de,moo,1,9,0.1111111111111111
hice,lo,de,1,1,1.0
no,hice,lo,1,1,1.0
que,no,hice,1,24,0.041666666666666664
acordar,que,no,1,1,1.0
de,acordar,que,1,1,1.0
acabo,de,acordar,1,3,0.3333333333333333
me,acabo,de,1,1,1.0
$,me,acabo,1,20,0.05
puta,madrw,&,1,1,1.0
$,puta,madrw,1,3,0.3333333333333333
me,sale,ve,1,2,0.5
sale,ve,&,1,1,1.0
me,dijo,la,1,7,0.14285714285714285
divinidad,cr7,&,1,1,1.0
por,ti,&,1,2,0.5
pregunto,por,ti,1,2,0.5
modelado,pregunto,por,1,1,1.0
de,modelado,pregunto,1,1,1.0
maestra,de,modelado,1,1,1.0
la,maestra,de,1,2,0.5
$,la,maestra,1,18,0.05555555555555555
no,mas,&,1,1,1.0
$,no,mas,1,116,0.008620689655172414
la,divinidad,cr7,1,1,1.0
dijo,la,maestra,1,2,0.5
de,la,divinidad,1,16,0.0625
número,de,la,1,1,1.0
el,número,de,1,1,1.0
7,el,número,1,2,0.5
$,7,el,1,1,1.0
y,si,&,1,3,0.3333333333333333
ma,y,si,1,1,1.0
no,ma,y,1,53,0.018867924528301886
la,maestra,&,1,2,0.5
rato,xd,&,1,1,1.0
hace,rato,xd,1,2,0.5
locomento,hace,rato,1,1,1.0
rss,de,una,1,2,0.5
nos,metemos,al,1,1,1.0
solo,nos,metemos,1,1,1.0
entonces,solo,nos,1,1,1.0
pero,entonces,solo,1,1,1.0
$,pero,entonces,1,64,0.015625
ah,vavava,&,1,1,1.0
$,ah,vavava,1,15,0.06666666666666667
asi,?,&,1,1,1.0
y,asi,?,1,2,0.5
$,y,asi,1,64,0.015625
de,deportes,&,1,2,0.5
rss,de,deportes,1,2,0.5
meten,al,rss,1,2,0.5
ejemplo,se,meten,1,1,1.0
por,ejemplo,se,1,3,0.3333333333333333
osea,por,ejemplo,1,1,1.0
$,osea,por,1,3,0.3333333333333333
se,meten,&,1,3,0.3333333333333333
profe,se,meten,1,1,1.0
el,profe,se,1,2,0.5
mando,el,profe,1,1,1.0
metemos,al,rss,1,1,1.0
de,una,sección,1,3,0.3333333333333333
ni,cultura,&,1,1,1.0
una,sección,y,1,1,1.0
tiene,deportes,&,1,1,1.0
no,tiene,deportes,1,4,0.25
pansion,no,tiene,1,1,1.0
de,pansion,no,1,1,1.0
la,de,pansion,1,4,0.25
ejemplo,la,de,1,1,1.0
por,ejemplo,la,1,3,0.3333333333333333
pero,por,ejemplo,1,1,1.0
$,pero,por,1,64,0.015625
puse,atención,&,1,1,1.0
no,puse,atención,1,1,1.0
que,no,puse,1,24,0.041666666666666664
perdon,es,que,1,1,1.0
ma,perdon,es,1,1,1.0
ni,ma,perdon,1,1,1.0
$,ni,ma,1,4,0.25
todas,?,&,1,1,1.0
de,todas,?,1,1,1.0
no,de,todas,1,1,1.0
y,no,de,1,3,0.3333333333333333
sección,y,no,1,1,1.0
que,mando,el,1,1,1.0
link,que,mando,1,1,1.0
el,link,que,1,1,1.0
desde,el,link,1,1,1.0
el,que,les,1,1,1.0
es,el,que,1,8,0.125
$,es,el,1,33,0.030303030303030304
ah,vavav,&,1,1,1.0
$,ah,vavav,1,15,0.06666666666666667
ulises,?,&,1,1,1.0
o,ulises,?,1,1,1.0
profe,o,ulises,1,1,1.0
un,profe,o,1,2,0.5
$,un,profe,1,2,0.5
hablan,?,&,1,1,1.0
abdiel,hablan,?,1,1,1.0
q,abdiel,hablan,1,1,1.0
de,q,abdiel,1,1,1.0
$,de,q,1,18,0.05555555555555555
😂,😂,&,1,2,0.5
😂,😂,😂,1,2,0.5
cabrones,😂,😂,1,1,1.0
de,cabrones,😂,1,1,1.0
pasaron,de,cabrones,1,1,1.0
se,pasaron,de,1,1,1.0
que,les,da,1,2,0.5
les,da,series,1,1,1.0
da,series,de,1,1,1.0
el,rss,literal,1,1,1.0
o,desde,el,1,1,1.0
deportes,o,desde,1,1,1.0
de,deportes,o,1,2,0.5
link,de,deportes,1,1,1.0
al,link,de,1,1,1.0
meten,al,link,1,2,0.5
o,se,meten,1,1,1.0
$,o,se,1,14,0.07142857142857142
rss,literal,&,1,1,1.0
$,el,rss,1,14,0.07142857142857142
$,al,roro,1,5,0.2
de,nlp,&,1,2,0.5
práctica,de,nlp,1,2,0.5
la,práctica,de,1,1,1.0
oigan,la,práctica,1,1,1.0
$,oigan,la,1,17,0.058823529411764705
vael,berga,&,1,1,1.0
le,vael,berga,1,1,1.0
roro,le,vael,1,1,1.0
al,roro,le,1,1,1.0
$,ni,cultura,1,4,0.25
$,entonces,esta,1,5,0.2
porque,locomento,hace,1,1,1.0
la,otra,&,1,1,1.0
gallo,porfavor,&,1,1,1.0
mi,gallo,porfavor,1,1,1.0
a,mi,gallo,1,17,0.058823529411764705
dejen,a,mi,1,1,1.0
$,dejen,a,1,2,0.5
de,sacum,&,1,1,1.0
opinión,de,sacum,1,1,1.0
la,opinión,de,1,1,1.0
fecundo,la,opinión,1,1,1.0
$,fecundo,la,1,1,1.0
bn,cabron,&,1,1,1.0
veo,bn,cabron,1,1,1.0
me,veo,bn,1,1,1.0
ma,me,veo,1,1,1.0
no,ma,me,1,53,0.018867924528301886
marrano,😔,&,1,1,1.0
coppel,marrano,😔,1,1,1.0
en,coppel,marrano,1,1,1.0
moto,en,coppel,1,1,1.0
una,moto,en,1,1,1.0
sacaron,una,moto,1,1,1.0
es,la,otra,1,6,0.16666666666666666
$,su,viejo,1,2,0.5
entonces,esta,sencillo,1,1,1.0
su,viejo,&,1,1,1.0
facebook,porque,locomento,1,1,1.0
en,facebook,porque,1,1,1.0
saio,en,facebook,1,1,1.0
me,saio,en,1,1,1.0
$,me,saio,1,20,0.05
@,5217444072924,&,1,3,0.3333333333333333
$,ontas,&,1,1,1.0
ahorita,xd,&,1,1,1.0
ia,ahorita,xd,1,1,1.0
de,ia,ahorita,1,1,1.0
selectos,de,ia,1,1,1.0
trmas,selectos,de,1,1,1.0
en,trmas,selectos,1,1,1.0
exponer,en,trmas,1,1,1.0
tocar,exponer,en,1,1,1.0
va,tocar,exponer,1,1,1.0
te,va,tocar,1,1,1.0
$,te,va,1,26,0.038461538461538464
dice,wey,&,1,1,1.0
ahi,dice,wey,1,1,1.0
$,ahi,dice,1,2,0.5
te,sacaron,una,1,1,1.0
$,te,sacaron,1,26,0.038461538461538464
eso,haré,&,1,1,1.0
si,eso,haré,1,1,1.0
vemos,que,pedo,1,1,1.0
ahi,vemos,que,1,1,1.0
$,ahi,vemos,1,2,0.5
embona,xd,&,1,1,1.0
se,embona,xd,1,1,1.0
no,se,embona,1,10,0.1
horariu,no,se,1,1,1.0
el,horariu,no,1,1,1.0
pero,el,horariu,1,3,0.3333333333333333
contratar,pero,el,1,1,1.0
quieren,contratar,pero,1,1,1.0
me,quieren,contratar,1,1,1.0
ya,me,quieren,1,4,0.25
porque,ya,me,1,1,1.0
$,porque,ya,1,17,0.058823529411764705
de,ibm,&,1,1,1.0
saldré,de,ibm,1,1,1.0
que,saldré,de,1,1,1.0
creo,que,saldré,1,14,0.07142857142857142
sencillo,creo,&,1,1,1.0
esta,sencillo,creo,1,1,1.0
que,pedo,&,1,2,0.5
$,nel,me,1,3,0.3333333333333333
nel,me,da,1,1,1.0
y,esq,tambn,1,1,1.0
pues,si,eso,1,3,0.3333333333333333
muy,buenos,&,1,1,1.0
son,muy,buenos,1,2,0.5
semestre,son,muy,1,1,1.0
este,semestre,son,1,1,1.0
profes,este,semestre,1,1,1.0
los,profes,este,1,1,1.0
tambn,los,profes,1,1,1.0
esq,tambn,los,1,1,1.0
$,y,esq,1,64,0.015625
me,da,weba,1,4,0.25
es,salir,&,1,1,1.0
qiuero,es,salir,1,1,1.0
ya,qiuero,es,1,1,1.0
que,ya,qiuero,1,3,0.3333333333333333
lo,que,ya,1,7,0.14285714285714285
escom,lo,que,1,1,1.0
la,escom,lo,1,2,0.5
weba,la,escom,1,1,1.0
da,weba,la,1,1,1.0
genio,matemático,y,1,1,1.0
matemático,y,que,1,1,1.0
y,que,creaste,1,7,0.14285714285714285
cerraron,para,entrada,1,1,1.0
solo,la,cerraron,1,1,1.0
$,solo,la,1,9,0.1111111111111111
q,waos,&,1,1,1.0
peor,q,waos,1,1,1.0
incluso,peor,q,1,1,1.0
es,incluso,peor,1,1,1.0
$,es,incluso,1,33,0.030303030303030304
mala,materia,&,1,1,1.0
que,mala,materia,1,1,1.0
serio,que,mala,1,1,1.0
en,serio,que,1,5,0.2
$,pacstian,&,1,1,1.0
$,gerardo,&,1,1,1.0
clase,es,?,1,1,1.0
que,clase,es,1,1,1.0
de,que,clase,1,2,0.5
$,de,que,1,18,0.05555555555555555
20,minutos,&,1,1,1.0
en,20,minutos,1,1,1.0
hizo,en,20,1,1,1.0
lo,hizo,en,1,1,1.0
la,cerraron,para,1,1,1.0
para,entrada,vehicular,1,1,1.0
redactar,el,protocolo,1,1,1.0
entrada,vehicular,&,1,1,1.0
ayuda,para,redactar,1,1,1.0
que,ayuda,para,1,1,1.0
google,que,ayuda,1,1,1.0
de,google,que,1,1,1.0
ia,de,google,1,1,1.0
esa,ia,de,1,1,1.0
encontré,esa,ia,1,1,1.0
$,encontré,esa,1,1,1.0
hola,chicas,&,1,1,1.0
$,hola,chicas,1,15,0.06666666666666667
dogo,?,&,1,1,1.0
haciendo,dogo,?,1,1,1.0
estan,haciendo,dogo,1,1,1.0
q,estan,haciendo,1,1,1.0
$,q,estan,1,30,0.03333333333333333
esta,cabron,&,1,1,1.0
$,esta,cabron,1,3,0.3333333333333333
puedes,entrar,&,1,1,1.0
si,puedes,entrar,1,1,1.0
caminando,si,puedes,1,1,1.0
$,caminando,si,1,1,1.0
gus,lo,hizo,1,1,1.0
$,gus,lo,1,1,1.0
donde,es,&,1,2,0.5
se,en,donde,1,1,1.0
es,el,meme,1,8,0.125
me,muteo,&,1,1,1.0
y,me,muteo,1,11,0.09090909090909091
awantó,y,me,1,1,1.0
no,awantó,y,1,1,1.0
final,no,awantó,1,1,1.0
al,final,no,1,3,0.3333333333333333
y,al,final,1,2,0.5
a,mi,&,1,17,0.058823529411764705
el,a,mi,1,1,1.0
y,el,a,1,4,0.25
a,insultar,&,1,1,1.0
empecé,a,insultar,1,1,1.0
lo,empecé,a,1,1,1.0
entonces,lo,empecé,1,1,1.0
malos,entonces,lo,1,1,1.0
muy,malos,entonces,1,1,1.0
eramos,muy,malos,1,1,1.0
que,eramos,muy,1,1,1.0
decirnos,que,eramos,1,1,1.0
a,decirnos,que,1,1,1.0
el,meme,marrano,1,1,1.0
meme,marrano,&,1,1,1.0
$,ahora,me,1,4,0.25
en,específico,&,1,1,1.0
no,se,en,1,10,0.1
pero,no,se,1,7,0.14285714285714285
según,yo,&,1,1,1.0
$,según,yo,1,2,0.5
platica,no,?,1,1,1.0
una,platica,no,1,1,1.0
había,una,platica,1,1,1.0
hoy,había,una,1,1,1.0
$,hoy,había,1,3,0.3333333333333333
una,en,específico,1,1,1.0
ahora,me,salen,1,1,1.0
no,una,en,1,1,1.0
general,no,una,1,1,1.0
en,general,no,1,2,0.5
a,gordas,&,1,1,1.0
mencionan,a,gordas,1,1,1.0
donde,mencionan,a,1,1,1.0
tiktok,donde,mencionan,1,1,1.0
salen,tiktok,donde,1,1,1.0
me,salen,tiktok,1,1,1.0
para,redactar,el,1,1,1.0
$,puedes,subirle,1,4,0.25
equipo,empezó,a,1,1,1.0
lo,de,alisado,1,9,0.1111111111111111
$,pusieron,lo,1,1,1.0
@,5215535831468,&,1,1,1.0
5215530240240,@,5215535831468,1,2,0.5
5215533980587,@,5215530240240,1,1,1.0
@,5215533980587,@,1,11,0.09090909090909091
5217444072924,@,5215533980587,1,1,1.0
@,5217444072924,@,1,3,0.3333333333333333
de,mañana,?,1,1,1.0
formulario,de,mañana,1,1,1.0
su,formulario,de,1,1,1.0
en,su,formulario,1,2,0.5
pusieron,en,su,1,1,1.0
que,pusieron,en,1,2,0.5
$,que,pusieron,1,27,0.037037037037037035
no,abr,&,1,2,0.5
maaaaa,no,abr,1,1,1.0
no,maaaaa,no,1,2,0.5
la,comedia,&,1,1,1.0
de,la,comedia,1,16,0.0625
genio,de,la,1,1,1.0
un,genio,de,1,2,0.5
pusieron,lo,de,1,1,1.0
de,alisado,simple,1,1,1.0
puedes,subirle,50,1,1,1.0
alisado,simple,?,1,1,1.0
atención,y,alv,1,1,1.0
pondré,atención,y,1,1,1.0
si,pondré,atención,1,1,1.0
modelado,si,pondré,1,1,1.0
en,modelado,si,1,1,1.0
$,en,modelado,1,17,0.058823529411764705
veces,peor,&,1,1,1.0
moo,veces,peor,1,1,1.0
estaría,moo,veces,1,1,1.0
que,estaría,moo,1,2,0.5
pensé,que,estaría,1,5,0.2
