Term1,Term2,BigramFreq,ContextFreq,BigramProb
a,verlo,2,343,0.0058309037900874635
usa,&,2,2,1.0
se,",",2,143,0.013986013986013986
hasta,mañana,2,23,0.08695652173913043
allá,&,2,6,0.3333333333333333
la,tele,2,325,0.006153846153846154
yp,creo,2,6,0.3333333333333333
profe,&,2,12,0.16666666666666666
",",aún,2,515,0.003883495145631068
aún,asi,2,13,0.15384615384615385
asi,le,2,26,0.07692307692307693
al,protocolo,2,51,0.0392156862745098
12,&,2,2,1.0
$,jaja,2,1514,0.001321003963011889
nopp,",",2,2,1.0
$,nop,2,1514,0.001321003963011889
la,presentación,2,325,0.006153846153846154
feo,&,2,5,0.4
que,vaya,2,578,0.0034602076124567475
ser,el,2,13,0.15384615384615385
viernes,&,2,8,0.25
y,también,2,166,0.012048192771084338
luego,no,2,16,0.125
$,cómo,2,1514,0.001321003963011889
me,llevaba,2,217,0.009216589861751152
poco,el,2,9,0.2222222222222222
hice,&,2,6,0.3333333333333333
idea,de,2,5,0.4
un,volado,2,68,0.029411764705882353
pero,vamos,2,140,0.014285714285714285
me,tendré,2,217,0.009216589861751152
tendré,que,2,2,1.0
de,esas,2,348,0.005747126436781609
lo,tengo,2,190,0.010526315789473684
ya,tenemos,2,175,0.011428571428571429
descansar,&,2,2,1.0
la,suerte,2,325,0.006153846153846154
pero,esque,2,140,0.014285714285714285
irás,?,2,3,0.6666666666666666
la,1,2,325,0.006153846153846154
ir,hoy,2,20,0.1
esque,no,2,30,0.06666666666666667
$,espero,2,1514,0.001321003963011889
a,revisar,2,343,0.0058309037900874635
",",una,2,515,0.003883495145631068
ventana,para,2,3,0.6666666666666666
ah,vale,2,16,0.125
los,3,2,86,0.023255813953488372
no,he,2,328,0.006097560975609756
🫠,&,2,4,0.5
ayyy,si,2,4,0.5
la,3,2,325,0.006153846153846154
$,hny,2,1514,0.001321003963011889
vale,la,2,26,0.07692307692307693
$,allí,2,1514,0.001321003963011889
que,chequemos,2,578,0.0034602076124567475
es,pequeña,2,163,0.012269938650306749
se,pasa,2,143,0.013986013986013986
lo,más,2,190,0.010526315789473684
cosas,para,2,12,0.16666666666666666
el,7,2,252,0.007936507936507936
que,tu,2,578,0.0034602076124567475
me,pasaba,2,217,0.009216589861751152
entre,nosotros,2,11,0.18181818181818182
si,quisiera,2,279,0.007168458781362007
a,sus,2,343,0.0058309037900874635
me,dijeron,2,217,0.009216589861751152
a,buscar,2,343,0.0058309037900874635
que,mañana,2,578,0.0034602076124567475
el,6,2,252,0.007936507936507936
mucho,de,2,24,0.08333333333333333
acabe,el,2,2,1.0
$,luego,2,1514,0.001321003963011889
por,las,2,80,0.025
si,tengo,2,279,0.007168458781362007
los,sabados,2,86,0.023255813953488372
zagal,&,2,5,0.4
ya,va,2,175,0.011428571428571429
para,irme,2,71,0.028169014084507043
pasó,&,2,5,0.4
ir,&,2,20,0.1
ve,padre,2,13,0.15384615384615385
segun,yo,2,2,1.0
de,nahum,2,348,0.005747126436781609
entonces,creo,2,21,0.09523809523809523
está,en,2,50,0.04
del,sensor,2,42,0.047619047619047616
noche,&,2,2,1.0
imaginé,que,2,3,0.6666666666666666
es,verdad,2,163,0.012269938650306749
bien,feo,2,64,0.03125
nosotros,&,2,6,0.3333333333333333
día,del,2,26,0.07692307692307693
las,imagenes,2,78,0.02564102564102564
te,había,2,129,0.015503875968992248
la,distancia,2,325,0.006153846153846154
ver,la,2,36,0.05555555555555555
podcast,&,2,2,1.0
coseno,&,2,2,1.0
una,hoja,2,55,0.03636363636363636
imagino,que,2,5,0.4
como,10,2,54,0.037037037037037035
que,vale,2,578,0.0034602076124567475
me,gustaría,2,217,0.009216589861751152
lugar,&,2,9,0.2222222222222222
o,no,2,51,0.0392156862745098
no,conozco,2,328,0.006097560975609756
igual,lo,2,68,0.029411764705882353
mis,comidas,2,20,0.1
?,👀,2,312,0.00641025641025641
$,?,2,1514,0.001321003963011889
rodilla,&,2,2,1.0
era,para,2,23,0.08695652173913043
mañana,ya,2,32,0.0625
te,piden,1,129,0.007751937984496124
ahí,?,1,12,0.08333333333333333
ohhhhh,",",1,1,1.0
caiga,pero,1,1,1.0
$,ooo,1,1514,0.0006605019815059445
pero,sé,1,140,0.007142857142857143
pasión,",",1,1,1.0
.,🫣,1,41,0.024390243902439025
estado,muy,1,4,0.25
diario,de,1,3,0.3333333333333333
una,pasión,1,55,0.01818181818181818
sueños,&,1,1,1.0
luz,las,1,1,1.0
acuerdo,el,1,7,0.14285714285714285
demás,no,1,5,0.2
canchas,de,1,2,0.5
piden,elegir,1,1,1.0
los,sueños,1,86,0.011627906976744186
middle,&,1,1,1.0
$,ohhhhh,1,1514,0.0006605019815059445
después,de,1,3,0.3333333333333333
y,granadas,1,166,0.006024096385542169
peras,y,1,1,1.0
porque,aun,1,61,0.01639344262295082
agosto,&,1,1,1.0
mi,favorita,1,76,0.013157894736842105
si,han,1,279,0.0035842293906810036
de,peras,1,348,0.0028735632183908046
",",ten,1,515,0.001941747572815534
favorita,es,1,3,0.3333333333333333
envoltura,roja,1,1,1.0
esque,la,1,30,0.03333333333333333
arbol,pero,1,1,1.0
$,fuiste,1,1514,0.0006605019815059445
4,",",1,9,0.1111111111111111
mi,edificio,1,76,0.013157894736842105
la,4,1,325,0.003076923076923077
pelicula,que,1,5,0.2
metemos,después,1,1,1.0
han,estado,1,3,0.3333333333333333
vas,xon,1,17,0.058823529411764705
hay,arbol,1,35,0.02857142857142857
mismo,en,1,12,0.08333333333333333
de,middle,1,348,0.0028735632183908046
realidad,como,1,5,0.2
juego,como,1,2,0.5
unas,1ue,1,7,0.14285714285714285
la,metemos,1,325,0.003076923076923077
edificio,hay,1,1,1.0
como,caiga,1,54,0.018518518518518517
ciudad,&,1,3,0.3333333333333333
🫣,yo,1,2,0.5
del,foro,1,42,0.023809523809523808
.,aqui,1,41,0.024390243902439025
de,temporadas,1,348,0.0028735632183908046
ciudad,.,1,3,0.3333333333333333
temporadas,",",1,1,1.0
de,ella,1,348,0.0028735632183908046
está,difícil,1,50,0.02
cierto,creo,1,7,0.14285714285714285
de,bueno,1,348,0.0028735632183908046
menos,en,1,12,0.08333333333333333
años,bueno,1,2,0.5
creo,5,1,106,0.009433962264150943
tiene,nada,1,15,0.06666666666666667
otros,años,1,7,0.14285714285714285
son,verioos,1,29,0.034482758620689655
foro,sol,1,1,1.0
tranquilo,el,1,3,0.3333333333333333
ajam,",",1,1,1.0
no,tiene,1,328,0.003048780487804878
tienen,luz,1,8,0.125
sii,porque,1,63,0.015873015873015872
verioos,",",1,1,1.0
plano,creo,1,2,0.5
3,están,1,12,0.08333333333333333
$,tienen,1,1514,0.0006605019815059445
ooo,son,1,1,1.0
están,cerca,1,9,0.1111111111111111
porque,hay,1,61,0.01639344262295082
ella,(,1,4,0.25
el,tráfico,1,252,0.003968253968253968
granadas,&,1,1,1.0
todos,al,1,16,0.0625
elegir,?,1,3,0.3333333333333333
lo,juego,1,190,0.005263157894736842
el,diario,1,252,0.003968253968253968
peor,que,1,4,0.25
tan,feo,1,11,0.09090909090909091
platicandoo,&,1,1,1.0
$,ajam,1,1514,0.0006605019815059445
tiwmpo,platicandoo,1,4,0.25
mi,licuado,1,76,0.013157894736842105
muy,feas,1,56,0.017857142857142856
mismo,tiwmpo,1,12,0.08333333333333333
venido,tan,1,1,1.0
licuado,jajajjajaja,1,1,1.0
que,peor,1,578,0.0017301038062283738
jajajjajaja,&,1,2,0.5
roja,&,1,4,0.25
ahora,el,1,27,0.037037037037037035
estemos,todos,1,2,0.5
tráfico,&,1,1,1.0
ya,llegué,1,175,0.005714285714285714
ha,venido,1,10,0.1
feas,.,1,1,1.0
sii,está,1,63,0.015873015873015872
aqui,no,1,10,0.1
.,creo,1,41,0.024390243902439025
que,estemos,1,578,0.0017301038062283738
hay,unas,1,35,0.02857142857142857
caundo,yo,1,1,1.0
de,agosto,1,348,0.0028735632183908046
las,pelis,1,78,0.01282051282051282
irás,a,1,3,0.3333333333333333
a,ala,1,343,0.0029154518950437317
ala,escuela,1,1,1.0
iba,&,1,19,0.05263157894736842
$,tendría,1,1514,0.0006605019815059445
apenas,la,1,7,0.14285714285714285
pelis,que,1,1,1.0
oohhh,ya,1,4,0.25
otra,en,1,18,0.05555555555555555
gusta,",",1,15,0.06666666666666667
tendría,que,1,1,1.0
que,ser,1,578,0.0017301038062283738
mi,igual,1,76,0.013157894736842105
$,descansaa,1,1514,0.0006605019815059445
los,subtitulos,1,86,0.011627906976744186
ver,las,1,36,0.027777777777777776
1,vez,1,10,0.1
yo,eso,1,99,0.010101010101010102
creoo,y,1,2,0.5
eso,habia,1,47,0.02127659574468085
tu,si,1,51,0.0196078431372549
visto,la,1,13,0.07692307692307693
haga,1,1,3,0.3333333333333333
lo,haga,1,190,0.005263157894736842
los,30,1,86,0.011627906976744186
gusta,ver,1,15,0.06666666666666667
cercanas,a,1,1,1.0
temperaturas,cercanas,1,1,1.0
vez,lo,1,19,0.05263157894736842
vez,pasada,1,19,0.05263157894736842
pasada,que,1,4,0.25
ser,en,1,13,0.07692307692307693
tupper,&,1,2,0.5
",",mucha,1,515,0.001941747572815534
un,podcast,1,68,0.014705882352941176
pendiente,y,1,5,0.2
ver,tocar,1,36,0.027777777777777776
sido,porque,1,1,1.0
quieras,ver,1,2,0.5
me,quieras,1,217,0.004608294930875576
no,sabria,1,328,0.003048780487804878
escuchando,un,1,3,0.3333333333333333
de,envoltura,1,348,0.0028735632183908046
asi,cuando,1,26,0.038461538461538464
7,:,1,8,0.125
:,40,1,7,0.14285714285714285
dormido,escuchando,1,4,0.25
buenn,día,1,1,1.0
mira,asi,1,5,0.2
yp,creoo,1,6,0.16666666666666666
tocar,&,1,1,1.0
tu,has,1,51,0.0196078431372549
has,ido,1,7,0.14285714285714285
haya,sido,1,4,0.25
ido,a,1,2,0.5
salíamos,7,1,1,1.0
recomiendas,&,1,1,1.0
",",salíamos,1,515,0.001941747572815534
bastante,",",1,5,0.2
que,recomiendas,1,578,0.0017301038062283738
uno,?,1,15,0.06666666666666667
si,a,1,279,0.0035842293906810036
el,del,1,252,0.003968253968253968
era,bastante,1,23,0.043478260869565216
qie,haya,1,1,1.0
o,qie,1,51,0.0196078431372549
pero,tal,1,140,0.007142857142857143
eclipse,&,1,3,0.3333333333333333
23,de,1,1,1.0
presente,&,1,1,1.0
con,guacamole,1,71,0.014084507042253521
tiraaaaa,&,1,1,1.0
app,del,1,3,0.3333333333333333
del,clima,1,42,0.023809523809523808
clima,me,1,2,0.5
va,llover,1,33,0.030303030303030304
aqui,está,1,10,0.1
que,veamos,1,578,0.0017301038062283738
llover,hoy,1,1,1.0
muy,presente,1,56,0.017857142857142856
tu,mamá,1,51,0.0196078431372549
hoy,",",1,27,0.037037037037037035
mal,por,1,6,0.16666666666666666
se,porque,1,143,0.006993006993006993
tarde,no,1,12,0.08333333333333333
normalmente,me,1,3,0.3333333333333333
",",puedes,1,515,0.001941747572815534
ten,un,1,1,1.0
puedes,decirme,1,9,0.1111111111111111
vooy,a,1,1,1.0
decirme,&,1,1,1.0
la,vooy,1,325,0.003076923076923077
modo,",",1,3,0.3333333333333333
mañana,voy,1,32,0.03125
ese,pendiente,1,29,0.034482758620689655
muy,tranquilo,1,56,0.017857142857142856
hacer,ejerccios,1,14,0.07142857142857142
siguiente,que,1,5,0.2
ejerccios,en,1,1,1.0
pasaba,lo,1,2,0.5
el,23,1,252,0.003968253968253968
sentir,mal,1,3,0.3333333333333333
mañanas,aqui,1,3,0.3333333333333333
$,salsa,1,1514,0.0006605019815059445
es,yaa,1,163,0.006134969325153374
enteré,por,1,1,1.0
me,enteré,1,217,0.004608294930875576
soñado,",",1,2,0.5
seguir,con,1,4,0.25
salio,en,1,4,0.25
visto,",",1,13,0.07692307692307693
con,temperaturas,1,71,0.014084507042253521
veamos,&,1,2,0.5
sabados,?,1,2,0.5
ví,",",1,1,1.0
lo,ví,1,190,0.005263157894736842
creoo,&,1,2,0.5
yaa,tarde,1,3,0.3333333333333333
salsa,creoo,1,1,1.0
por,fotos,1,80,0.0125
un,buenn,1,68,0.014705882352941176
que,salio,1,578,0.0017301038062283738
a,seguir,1,343,0.0029154518950437317
$,inicios,1,1514,0.0006605019815059445
frio,si,1,4,0.25
descansaa,",",1,1,1.0
inicios,de,1,1,1.0
te,llegas,1,129,0.007751937984496124
llegas,a,1,1,1.0
tanto,frio,1,4,0.25
9,",",1,3,0.3333333333333333
a,sentir,1,343,0.0029154518950437317
sentido,tanto,1,1,1.0
tengo,muy,1,19,0.05263157894736842
habrá,sentido,1,1,1.0
se,habrá,1,143,0.006993006993006993
a,tiraaaaa,1,343,0.0029154518950437317
encima,&,1,3,0.3333333333333333
dejo,a,1,3,0.3333333333333333
libres,entonces,1,1,1.0
canchas,estaban,1,2,0.5
siempre,las,1,9,0.1111111111111111
iba,siempre,1,19,0.05263157894736842
que,descuide,1,578,0.0017301038062283738
lo,lejos,1,190,0.005263157894736842
yo,iba,1,99,0.010101010101010102
cuando,yo,1,31,0.03225806451612903
meter,queda,1,9,0.1111111111111111
queda,justo,1,7,0.14285714285714285
se,que,1,143,0.006993006993006993
justo,entre,1,3,0.3333333333333333
llena,",",1,1,1.0
entre,mis,1,11,0.09090909090909091
mis,horas,1,20,0.05
horas,libres,1,1,1.0
estaban,ocupadas,1,5,0.2
quitarlaaa,&,1,1,1.0
época,en,1,1,1.0
musica,a,1,4,0.25
$,caundo,1,1514,0.0006605019815059445
entre,semana,1,11,0.09090909090909091
es,cansadoo,1,163,0.006134969325153374
jaja,?,1,19,0.05263157894736842
no,jaja,1,328,0.003048780487804878
cansadoo,&,1,1,1.0
divertido,no,1,2,0.5
ocupadas,&,1,1,1.0
la,época,1,325,0.003076923076923077
otra,que,1,18,0.05555555555555555
que,voy,1,578,0.0017301038062283738
estaba,divertido,1,31,0.03225806451612903
?,estaba,1,312,0.003205128205128205
si,?,1,279,0.0035842293906810036
se,llena,1,143,0.006993006993006993
no,cambia,1,328,0.003048780487804878
antes,entre,1,17,0.058823529411764705
cambia,mi,1,1,1.0
si,hubiera,1,279,0.0035842293906810036
sueño,&,1,4,0.25
escuchó,algun,1,1,1.0
saldré,mas,1,1,1.0
mas,tempra,1,46,0.021739130434782608
ganó,el,1,3,0.3333333333333333
veces,escuchó,1,12,0.08333333333333333
descuide,la,1,1,1.0
y,apoco,1,166,0.006024096385542169
me,ganó,1,217,0.004608294930875576
debi,quitarlaaa,1,1,1.0
tempra,&,1,1,1.0
lo,culpo,1,190,0.005263157894736842
otra,veces,1,18,0.05555555555555555
perdona,",",1,3,0.3333333333333333
algun,podcast,1,1,1.0
el,libro,1,252,0.003968253968253968
pero,saldré,1,140,0.007142857142857143
bien,esa,1,64,0.015625
primero,que,1,2,0.5
no,vaya,1,328,0.003048780487804878
lo,primero,1,190,0.005263157894736842
yo,imaginé,1,99,0.010101010101010102
esa,igual,1,21,0.047619047619047616
mi,hora,1,76,0.013157894736842105
iguall,&,1,2,0.5
hubiera,estado,1,3,0.3333333333333333
hay,3,1,35,0.02857142857142857
de,entrada,1,348,0.0028735632183908046
3,niñas,1,12,0.08333333333333333
entrada,pero,1,2,0.5
estado,bien,1,4,0.25
mi,iguall,1,76,0.013157894736842105
no,.,1,328,0.003048780487804878
vernos,en,1,1,1.0
$,otra,1,1514,0.0006605019815059445
ahh,esta,1,16,0.0625
recuerdoo,&,1,1,1.0
podia,&,1,2,0.5
no,podia,1,328,0.003048780487804878
manchada,&,1,1,1.0
$,manchada,1,1514,0.0006605019815059445
que,tenias,1,578,0.0017301038062283738
$,ha,1,1514,0.0006605019815059445
estuvo,bienn,1,11,0.09090909090909091
ahhh,estuvo,1,21,0.047619047619047616
laboratorio,&,1,2,0.5
de,laboratorio,1,348,0.0028735632183908046
no,quiso,1,328,0.003048780487804878
ha,yo,1,10,0.1
esas,son,1,10,0.1
lo,prefiero,1,190,0.005263157894736842
que,también,1,578,0.0017301038062283738
tenias,algunas,1,1,1.0
prepa,",",1,5,0.2
me,desbloqueaste,1,217,0.004608294930875576
tu,instagram,1,51,0.0196078431372549
ella,no,1,4,0.25
abierto,cabia,1,1,1.0
cabia,&,1,1,1.0
",",ella,1,515,0.001941747572815534
instagram,&,1,1,1.0
17,",",1,2,0.5
el,recuerdoo,1,252,0.003968253968253968
desbloqueaste,el,1,1,1.0
tiene,17,1,15,0.06666666666666667
sobrinas,tiene,1,1,1.0
mis,sobrinas,1,20,0.05
solo,en,1,84,0.011904761904761904
mis,mis,1,20,0.05
prefiero,así,1,2,0.5
quiso,fiesta,1,2,0.5
que,vernos,1,578,0.0017301038062283738
esta,bienn,1,21,0.047619047619047616
mejor,se,1,34,0.029411764705882353
sábado,con,1,1,1.0
que,salgas,1,578,0.0017301038062283738
tiene,que,1,15,0.06666666666666667
.,las,1,41,0.024390243902439025
ojalá,y,1,3,0.3333333333333333
libro,abierto,1,1,1.0
$,queeee,1,1514,0.0006605019815059445
eclipse,aun,1,3,0.3333333333333333
aun,estoy,1,24,0.041666666666666664
estar,feo,1,10,0.1
salgas,antes,1,1,1.0
porque,escuchaba,1,61,0.01639344262295082
escuchaba,la,1,1,1.0
",",ojalá,1,515,0.001941747572815534
el,sábado,1,252,0.003968253968253968
las,subias,1,78,0.01282051282051282
temprano,el,1,12,0.08333333333333333
siiiii,le,1,14,0.07142857142857142
verdad,dormí,1,21,0.047619047619047616
buenq,&,1,1,1.0
muy,buenq,1,56,0.017857142857142856
dormí,muy,1,1,1.0
le,queda,1,63,0.015873015873015872
pena,que,1,7,0.14285714285714285
fiesta,&,1,3,0.3333333333333333
a,finales,1,343,0.0029154518950437317
te,pares,1,129,0.007751937984496124
subias,",",1,1,1.0
subtitulos,&,1,1,1.0
pares,temprano,1,1,1.0
este,&,1,20,0.05
finales,de,1,1,1.0
$,perdona,1,1514,0.0006605019815059445
pequeños,&,1,1,1.0
visto,&,1,13,0.07692307692307693
video,pero,1,6,0.16666666666666666
mas,cerca,1,46,0.021739130434782608
cayeron,variosssssss,1,1,1.0
y,apenas,1,166,0.006024096385542169
variosssssss,y,1,1,1.0
apenas,hoy,1,7,0.14285714285714285
feo,en,1,5,0.2
sentarte,sola,1,2,0.5
nonse,me,1,1,1.0
hoy,me,1,27,0.037037037037037035
canto,&,1,1,1.0
la,canto,1,325,0.003076923076923077
les,pasaron,1,16,0.0625
lo,siento,1,190,0.005263157894736842
jajjaja,lo,1,5,0.2
lo,cortara,1,190,0.005263157894736842
sola,o,1,1,1.0
o,en,1,51,0.0196078431372549
se,cayeron,1,143,0.006993006993006993
una,paletita,1,55,0.01818181818181818
una,renta,1,55,0.01818181818181818
renta,de,1,1,1.0
un,cuarto,1,68,0.014705882352941176
el,transporte,1,252,0.003968253968253968
pareja,?,1,1,1.0
cuarto,y,1,4,0.25
tenían,una,1,2,0.5
jajajja,se,1,16,0.0625
ni,asi,1,19,0.05263157894736842
1ue,tenían,1,3,0.3333333333333333
nnooooo,jajajja,1,1,1.0
en,pareja,1,196,0.00510204081632653
pega,ni,1,1,1.0
le,pega,1,63,0.015873015873015872
me,antoja,1,217,0.004608294930875576
cantando,en,1,1,1.0
visto,y,1,13,0.07692307692307693
estaba,cantando,1,31,0.03225806451612903
ojala,que,1,13,0.07692307692307693
jugarlo,bien,1,1,1.0
prefieres,así,1,3,0.3333333333333333
porque,estas,1,61,0.01639344262295082
gustan,",",1,11,0.09090909090909091
transporte,los,1,1,1.0
saben,jugarlo,1,2,0.5
estas,lluvias,1,4,0.25
y,prefieres,1,166,0.006024096385542169
salen,demasiadas,1,4,0.25
demasiadas,y,1,1,1.0
te,sobran,1,129,0.007751937984496124
que,saben,1,578,0.0017301038062283738
sobran,.,1,1,1.0
antoja,&,1,1,1.0
bien,saben,1,64,0.015625
saben,cuantas,1,2,0.5
algunas,en,1,4,0.25
para,agarrar,1,71,0.014084507042253521
guacamole,&,1,1,1.0
pasaron,encima,1,2,0.5
la,estaba,1,325,0.003076923076923077
así,sentarte,1,26,0.038461538461538464
cortara,&,1,1,1.0
asi,&,1,26,0.038461538461538464
agarrar,la,1,2,0.5
cuantas,fichas,1,2,0.5
la,paleta,1,325,0.003076923076923077
cosas,asi,1,12,0.08333333333333333
paleta,mas,1,2,0.5
y,cosas,1,166,0.006024096385542169
hay,y,1,35,0.02857142857142857
fichas,hay,1,1,1.0
y,nonse,1,166,0.006024096385542169
paletita,y,1,1,1.0
culpo,a,1,1,1.0
pies,eso,1,3,0.3333333333333333
apoco,si,1,4,0.25
niñas,que,1,1,1.0
dormir,?,1,5,0.2
regañando,a,1,1,1.0
si,caben,1,279,0.0035842293906810036
queeee,bueno,1,1,1.0
teminan,regañando,1,1,1.0
lo,teminan,1,190,0.005263157894736842
",",normalmente,1,515,0.001941747572815534
como,viene,1,54,0.018518518518518517
ser,pero,1,13,0.07692307692307693
pero,pies,1,140,0.007142857142857143
algo,lo,1,14,0.07142857142857142
pasa,algo,1,6,0.16666666666666666
los,cumplen,1,86,0.011627906976744186
su,forma,1,18,0.05555555555555555
lo,dejo,1,190,0.005263157894736842
igual,está,1,68,0.014705882352941176
que,elegír,1,578,0.0017301038062283738
mejor,pues,1,34,0.029411764705882353
final,al,1,6,0.16666666666666666
mas,pequeños,1,46,0.021739130434782608
el,final,1,252,0.003968253968253968
pues,parte,1,17,0.058823529411764705
artistas,mas,1,1,1.0
van,artistas,1,8,0.125
está,un,1,50,0.02
normalmente,van,1,3,0.3333333333333333
ponen,el,1,5,0.2
te,ponen,1,129,0.007751937984496124
enredada,",",1,1,1.0
poco,enredada,1,9,0.1111111111111111
elegír,si,1,1,1.0
cumplen,",",1,1,1.0
no,iba,1,328,0.003048780487804878
lo,pone,1,190,0.005263157894736842
iba,muy,1,19,0.05263157894736842
tiene,como,1,15,0.06666666666666667
siento,",",1,4,0.25
tiwmpo,a,1,4,0.25
el,salon,1,252,0.003968253968253968
cayendo,?,1,1,1.0
el,tiwmpo,1,252,0.003968253968253968
casi,puedes,1,17,0.058823529411764705
pone,todo,1,2,0.5
puedes,pagar,1,9,0.1111111111111111
ni,el,1,19,0.05263157894736842
como,8,1,54,0.018518518518518517
pagar,una,1,2,0.5
esque,es,1,30,0.03333333333333333
8,&,1,6,0.16666666666666666
$,nnooooo,1,1514,0.0006605019815059445
ellas,tiene,1,1,1.0
",",debi,1,515,0.001941747572815534
estuvieras,cayendo,1,1,1.0
sentías,como,1,1,1.0
la,mía,1,325,0.003076923076923077
mía,&,1,1,1.0
si,les,1,279,0.0035842293906810036
hermanos,y,1,1,1.0
si,sentías,1,279,0.0035842293906810036
sus,hermanos,1,7,0.14285714285714285
xon,cuidado,1,1,1.0
de,ellas,1,348,0.0028735632183908046
como,si,1,54,0.018518518518518517
caben,todos,1,1,1.0
pequeño,",",1,2,0.5
si,estuvieras,1,279,0.0035842293906810036
mas,pequeño,1,46,0.021739130434782608
tengo,ese,1,19,0.05263157894736842
jajaj,mira,1,26,0.038461538461538464
son,algo,1,29,0.034482758620689655
ayer,?,1,7,0.14285714285714285
aliar,con,1,1,1.0
yo,hasta,1,99,0.010101010101010102
buscar,hacerlo,1,3,0.3333333333333333
hasta,acompañé,1,23,0.043478260869565216
acompañé,a,1,1,1.0
así,está,1,26,0.038461538461538464
mamá,al,1,11,0.09090909090909091
favorotos,son,1,1,1.0
deberías,buscar,1,1,1.0
mejor,con,1,34,0.029411764705882353
si,deberías,1,279,0.0035842293906810036
con,ella,1,71,0.014084507042253521
que,aliar,1,578,0.0017301038062283738
escuela,como,1,28,0.03571428571428571
de,noche,1,348,0.0028735632183908046
al,super,1,51,0.0196078431372549
super,&,1,2,0.5
el,original,1,252,0.003968253968253968
esforzarme,&,1,1,1.0
a,esforzarme,1,343,0.0029154518950437317
buenas,?,1,4,0.25
perdona,esque,1,3,0.3333333333333333
están,buenas,1,9,0.1111111111111111
si,están,1,279,0.0035842293906810036
original,&,1,1,1.0
hacerlo,en,1,3,0.3333333333333333
lata,o,1,1,1.0
tenía,yo,1,4,0.25
igual,tiene,1,68,0.014705882352941176
yendo,a,1,1,1.0
sigue,yendo,1,5,0.2
pero,sigue,1,140,0.007142857142857143
fuera,pero,1,5,0.2
por,fuera,1,80,0.0125
atendiendo,por,1,1,1.0
estan,atendiendo,1,3,0.3333333333333333
la,estan,1,325,0.003076923076923077
1ue,venden,1,3,0.3333333333333333
anemia,y,1,1,1.0
tiene,anemia,1,15,0.06666666666666667
abuela,igual,1,1,1.0
como,me,1,54,0.018518518518518517
mi,abuela,1,76,0.013157894736842105
lado,a,1,3,0.3333333333333333
un,lado,1,68,0.014705882352941176
venden,en,1,1,1.0
andes,de,1,1,1.0
no,andes,1,328,0.003048780487804878
$,así,1,1514,0.0006605019815059445
los,verdes,1,86,0.011627906976744186
en,lata,1,196,0.00510204081632653
dijiste,para,1,1,1.0
me,dijiste,1,217,0.004608294930875576
no,tenía,1,328,0.003048780487804878
yo,contemplado,1,99,0.010101010101010102
verdes,suaves,1,1,1.0
entonces,por,1,21,0.047619047619047616
más,le,1,30,0.03333333333333333
",",ahí,1,515,0.001941747572815534
mis,papás,1,20,0.05
2,en,1,12,0.08333333333333333
mis,favorotos,1,20,0.05
$,azul,1,1514,0.0006605019815059445
papás,me,1,1,1.0
esas,2,1,10,0.1
meter,esas,1,9,0.1111111111111111
debo,meter,1,5,0.2
eso,debo,1,47,0.02127659574468085
puedo,&,1,11,0.09090909090909091
duele,porque,1,2,0.5
hirviendo,no,1,1,1.0
salir,&,1,5,0.2
pero,hirviendo,1,140,0.007142857142857143
igual,pero,1,68,0.014705882352941176
quieres,&,1,4,0.25
igual,creo,1,68,0.014705882352941176
problema,&,1,4,0.25
ssii,",",1,1,1.0
$,ssii,1,1514,0.0006605019815059445
garrix,?,1,1,1.0
martin,garrix,1,1,1.0
le,duele,1,63,0.015873015873015872
porque,le,1,61,0.01639344262295082
estilo,que,1,2,0.5
la,acabo,1,325,0.003076923076923077
del,estilo,1,42,0.023809523809523808
es,del,1,163,0.006134969325153374
contemplado,eso,1,1,1.0
definitivamente,si,1,1,1.0
",",definitivamente,1,515,0.001941747572815534
eso,hasta,1,47,0.02127659574468085
estaa,muy,1,1,1.0
",",estaa,1,515,0.001941747572815534
escuchar,",",1,2,0.5
de,escuchar,1,348,0.0028735632183908046
acabo,de,1,2,0.5
feliz,?,1,1,1.0
le,flexiono,1,63,0.015873015873015872
hasta,que,1,23,0.043478260869565216
o,feliz,1,51,0.0196078431372549
triste,o,1,1,1.0
mas,triste,1,46,0.021739130434782608
hizo,mas,1,7,0.14285714285714285
te,hizo,1,129,0.007751937984496124
película,se,1,3,0.3333333333333333
",",nop,1,515,0.001941747572815534
hola,",",1,15,0.06666666666666667
la,rodilla,1,325,0.003076923076923077
flexiono,la,1,1,1.0
sus,revisiones,1,7,0.14285714285714285
probado,&,1,3,0.3333333333333333
entre,a,1,11,0.09090909090909091
por,una,1,80,0.0125
o,uber,1,51,0.0196078431372549
didi,o,1,1,1.0
con,nata,1,71,0.014084507042253521
el,didi,1,252,0.003968253968253968
nata,",",1,1,1.0
suburbano,?,1,6,0.16666666666666666
pero,el,1,140,0.007142857142857143
mejor,en,1,34,0.029411764705882353
el,no,1,252,0.003968253968253968
ocasión,si,1,1,1.0
una,ocasión,1,55,0.01818181818181818
pues,por,1,17,0.058823529411764705
siii,mañana,1,84,0.011904761904761904
pequeña,&,1,2,0.5
cabeza,porque,1,4,0.25
pongo,en,1,4,0.25
la,pongo,1,325,0.003076923076923077
igual,la,1,68,0.014705882352941176
otra,igual,1,18,0.05555555555555555
abrazo,y,1,1,1.0
una,abrazo,1,55,0.01818181818181818
suaves,&,1,1,1.0
mwjore,la,1,1,1.0
los,he,1,86,0.011627906976744186
